id,symbol,date,open,low,high,close,volume
7542165,SPY,2024-02-16 09:30:00,502.62,499.95,502.69,500.56,10254769
7542164,SPY,2024-02-16 10:30:00,500.58,498.86,500.66,499.03,16328127
7542163,SPY,2024-02-20 04:30:00,497.72,495.86,498.41,496.22,12001042
7542162,SPY,2024-02-20 05:30:00,496.21,495.75,497.30,496.92,7498949
7542161,SPY,2024-02-20 06:30:00,496.93,494.77,496.98,495.06,8054496
7542160,SPY,2024-02-20 07:30:00,495.06,494.45,495.98,495.20,6442108
7542159,SPY,2024-02-20 08:30:00,495.20,494.75,496.06,496.01,6604012
7542158,SPY,2024-02-20 09:30:00,496.01,495.69,496.88,496.71,7487255
7542157,SPY,2024-02-20 10:30:00,496.72,495.10,496.84,496.42,21345678
7542156,SPY,2024-02-21 04:30:00,495.42,494.91,496.06,495.38,7169058
7542155,SPY,2024-02-21 05:30:00,495.37,495.05,496.31,495.80,5032613
7542154,SPY,2024-02-21 06:30:00,495.81,494.89,496.14,495.08,4451925
7542153,SPY,2024-02-21 07:30:00,495.09,494.41,495.75,495.29,4700158
7542152,SPY,2024-02-21 08:30:00,495.30,494.24,496.09,494.68,5522575
7542151,SPY,2024-02-21 09:30:00,494.70,493.56,494.78,494.43,8942761
7542150,SPY,2024-02-21 10:30:00,494.43,494.41,499.07,498.94,18572660
7542149,SPY,2024-02-22 04:30:00,504.01,503.02,505.43,505.34,16570264
7542148,SPY,2024-02-22 05:30:00,505.35,504.51,505.70,505.39,7724379
7542147,SPY,2024-02-22 06:30:00,505.39,504.91,506.03,505.95,6684997
7542146,SPY,2024-02-22 07:30:00,505.95,505.61,506.86,506.82,6228323
7542145,SPY,2024-02-22 08:30:00,506.82,506.74,508.48,508.42,8294455
7542144,SPY,2024-02-22 09:30:00,508.43,506.89,508.49,507.73,10360100
7542143,SPY,2024-02-22 10:30:00,507.73,505.76,508.32,507.11,16614750
7542142,SPY,2024-02-23 04:30:00,509.27,509.11,510.13,509.23,8783271
7542141,SPY,2024-02-23 05:30:00,509.24,507.10,509.66,508.18,9634446
7542140,SPY,2024-02-23 06:30:00,508.19,507.75,509.00,508.26,6392590
7542139,SPY,2024-02-23 07:30:00,508.26,507.79,508.99,508.92,3830065
7542138,SPY,2024-02-23 08:30:00,508.93,507.63,509.06,507.78,5305572
7542137,SPY,2024-02-23 09:30:00,507.81,507.71,508.56,507.92,6107397
7542136,SPY,2024-02-23 10:30:00,507.92,507.38,508.76,507.64,18626827
7542135,SPY,2024-02-26 04:30:00,508.30,507.73,508.75,507.95,6420571
7542134,SPY,2024-02-26 05:30:00,507.96,507.02,508.30,507.39,5381444
7542133,SPY,2024-02-26 06:30:00,507.39,507.23,507.89,507.79,4015831
7542132,SPY,2024-02-26 07:30:00,507.79,506.45,507.90,506.62,4511027
7542131,SPY,2024-02-26 08:30:00,506.63,506.02,507.29,507.17,6438296
7542130,SPY,2024-02-26 09:30:00,507.16,506.67,507.40,506.88,6639815
7542129,SPY,2024-02-26 10:30:00,506.88,505.75,506.97,505.85,14878863
7542128,SPY,2024-02-27 04:30:00,506.70,505.53,506.74,506.24,6743453
7542127,SPY,2024-02-27 05:30:00,506.25,505.59,506.34,505.68,4387200
7542126,SPY,2024-02-27 06:30:00,505.69,505.33,506.00,505.53,3704382
7542125,SPY,2024-02-27 07:30:00,505.53,504.75,505.77,505.22,5432259
7542124,SPY,2024-02-27 08:30:00,505.23,505.11,506.47,506.31,4713554
7542123,SPY,2024-02-27 09:30:00,506.31,506.09,506.87,506.76,5719742
7542122,SPY,2024-02-27 10:30:00,506.76,506.42,507.31,507.26,15096591
7542121,SPY,2024-02-28 04:30:00,505.33,504.96,505.99,505.67,7228735
7542120,SPY,2024-02-28 05:30:00,505.67,505.61,506.86,506.51,5700626
7542119,SPY,2024-02-28 06:30:00,506.51,505.88,506.80,506.03,4255637
7542118,SPY,2024-02-28 07:30:00,506.03,505.45,506.52,506.50,6625457
7542117,SPY,2024-02-28 08:30:00,506.50,505.53,506.78,505.76,5678193
7542116,SPY,2024-02-28 09:30:00,505.75,505.18,506.27,506.12,6923582
7542115,SPY,2024-02-28 10:30:00,506.12,504.96,506.27,505.01,16422866
7542114,SPY,2024-02-29 04:30:00,508.07,506.81,508.85,507.71,12373758
7542113,SPY,2024-02-29 05:30:00,507.69,506.94,507.84,507.19,5240084
7542112,SPY,2024-02-29 06:30:00,507.18,505.35,507.20,506.58,7026933
7542111,SPY,2024-02-29 07:30:00,506.58,506.57,507.89,507.75,5295885
7542110,SPY,2024-02-29 08:30:00,507.77,507.45,508.29,507.73,5526723
7542109,SPY,2024-02-29 09:30:00,507.71,507.16,508.20,508.13,7459908
7542108,SPY,2024-02-29 10:30:00,508.14,507.67,509.74,508.61,31940383
7542107,SPY,2024-03-01 04:30:00,508.98,508.56,510.40,510.37,11038464
7542106,SPY,2024-03-01 05:30:00,510.37,509.69,511.38,510.82,8962537
7542105,SPY,2024-03-01 06:30:00,510.82,510.16,511.77,511.53,6472902
7542104,SPY,2024-03-01 07:30:00,511.54,511.41,512.24,512.13,5978830
7542103,SPY,2024-03-01 08:30:00,512.13,511.98,513.18,513.16,7340137
7542102,SPY,2024-03-01 09:30:00,513.16,512.32,513.29,512.89,8753456
7542101,SPY,2024-03-01 10:30:00,512.89,512.38,513.14,512.39,18458533
7542100,SPY,2024-03-04 04:30:00,512.03,512.00,512.64,512.49,7797135
7542099,SPY,2024-03-04 05:30:00,512.49,512.24,512.88,512.44,4775647
7542098,SPY,2024-03-04 06:30:00,512.45,512.16,513.15,513.13,3555846
7542097,SPY,2024-03-04 07:30:00,513.12,512.35,513.18,512.62,3576186
7542096,SPY,2024-03-04 08:30:00,512.60,512.56,513.02,512.92,3935188
7542095,SPY,2024-03-04 09:30:00,512.92,512.86,514.20,513.53,8797534
7542094,SPY,2024-03-04 10:30:00,513.53,511.81,513.67,511.81,14685939
7542093,SPY,2024-03-05 04:30:00,510.24,508.11,510.70,508.42,12162533
7542092,SPY,2024-03-05 05:30:00,508.41,507.50,508.41,508.18,10034729
7542091,SPY,2024-03-05 06:30:00,508.16,506.96,508.51,508.45,6338646
7542090,SPY,2024-03-05 07:30:00,508.46,507.36,508.50,507.70,4445490
7542089,SPY,2024-03-05 08:30:00,507.70,506.65,508.10,507.03,6812750
7542088,SPY,2024-03-05 09:30:00,507.03,504.92,507.05,505.01,13097915
7542087,SPY,2024-03-05 10:30:00,505.01,504.91,507.80,507.54,16895072
7542086,SPY,2024-03-06 04:30:00,510.55,508.42,510.85,509.36,10381192
7542085,SPY,2024-03-06 05:30:00,509.35,509.04,511.38,511.34,6145610
7542084,SPY,2024-03-06 06:30:00,511.35,510.51,511.92,511.76,7189265
7542083,SPY,2024-03-06 07:30:00,511.77,511.05,512.07,511.86,4539024
7542082,SPY,2024-03-06 08:30:00,511.87,508.52,511.92,510.17,11882515
7542081,SPY,2024-03-06 09:30:00,510.18,508.57,510.41,509.17,7580664
7542080,SPY,2024-03-06 10:30:00,509.18,508.57,510.27,509.94,17328536
7542079,SPY,2024-03-07 04:30:00,513.14,512.18,514.19,514.18,10217062
7542078,SPY,2024-03-07 05:30:00,514.18,513.81,514.87,514.43,7414603
7542077,SPY,2024-03-07 06:30:00,514.42,513.77,514.96,514.46,6937001
7542076,SPY,2024-03-07 07:30:00,514.46,509.81,514.99,514.98,4961532
7542075,SPY,2024-03-07 08:30:00,514.99,514.83,515.89,515.22,6994872
7542074,SPY,2024-03-07 09:30:00,515.22,514.07,515.40,514.60,5844446
7542073,SPY,2024-03-07 10:30:00,514.61,513.31,515.65,514.11,12349437
7542072,SPY,2024-03-08 04:30:00,515.46,515.31,518.22,517.95,10149234
7542071,SPY,2024-03-08 05:30:00,517.96,514.63,518.07,514.76,12319148
7542070,SPY,2024-03-08 06:30:00,514.75,513.57,515.28,514.63,11839572
7542069,SPY,2024-03-08 07:30:00,514.64,512.06,514.84,512.33,10341053
7542068,SPY,2024-03-08 08:30:00,512.29,511.13,515.08,513.46,10139821
7542067,SPY,2024-03-08 09:30:00,513.46,511.78,514.46,511.93,9158920
7542066,SPY,2024-03-08 10:30:00,511.93,511.70,512.82,512.32,18879561
7542065,SPY,2024-03-11 05:30:00,510.48,508.50,510.94,509.00,12003955
7542064,SPY,2024-03-11 06:30:00,508.99,508.95,510.87,509.49,7556123
7542063,SPY,2024-03-11 07:30:00,509.48,509.20,510.90,510.55,5671215
7542062,SPY,2024-03-11 08:30:00,510.55,510.20,511.34,511.24,5858818
7542061,SPY,2024-03-11 09:30:00,511.24,510.31,511.57,511.19,4744917
7542060,SPY,2024-03-11 10:30:00,511.20,510.82,511.88,510.87,5602770
7542059,SPY,2024-03-11 11:30:00,510.88,510.54,511.65,511.45,18711142
7542058,SPY,2024-03-12 05:30:00,513.45,510.86,515.11,515.03,14821448
7542057,SPY,2024-03-12 06:30:00,515.06,515.05,516.54,516.18,10360304
7542056,SPY,2024-03-12 07:30:00,516.18,514.94,516.30,515.09,6707929
7542055,SPY,2024-03-12 08:30:00,515.10,513.55,515.43,514.92,7135960
