id,symbol,date,open,low,high,close,volume,rsi
1062332,TSLA,2024-04-11 09:30:00,173.84,173.78,175.19,174.97,11755284,61.139788991331564
1062334,TSLA,2024-04-11 08:30:00,172.09,171.88,174.29,173.84,11447915,57.29314580314693
1062336,TSLA,2024-04-11 07:30:00,170.52,170.4,172.49,172.08,11549509,50.41256449552351
1062338,TSLA,2024-04-11 06:30:00,169.36,169.12,171.09,170.51,12999482,43.04568285727383
1062340,TSLA,2024-04-11 05:30:00,172.55,168.51,174.17,169.35,23714392,36.8023925958418
1062342,TSLA,2024-04-10 11:30:00,171.42,170.97,172.14,171.17,6936720,43.542304060296786
1062344,TSLA,2024-04-10 10:30:00,170.79,170.01,171.78,171.43,8486243,44.586911410135386
1062346,TSLA,2024-04-10 09:30:00,171.38,170.54,171.8,170.8,7504388,41.51823061072796
1062348,TSLA,2024-04-10 08:30:00,171.42,170.43,172.08,171.4,9608514,43.573545024042375
1062350,TSLA,2024-04-10 07:30:00,172.46,170.86,172.48,171.42,8050681,43.63889850888026
1062352,TSLA,2024-04-10 06:30:00,172.13,171.11,173.09,172.47,11722777,46.984427260590714
1062354,TSLA,2024-04-10 05:30:00,173.04,170.72,174.93,172.14,25975317,45.801593362865255
1062356,TSLA,2024-04-09 11:30:00,175.96,175.88,177.3,177.08,7998800,65.1962014928363
1062358,TSLA,2024-04-09 10:30:00,176.02,174.75,176.1,175.96,6993823,61.907302183932266
1062360,TSLA,2024-04-09 09:30:00,175.38,175.27,176.48,176.02,8710864,62.19065320854023
1062362,TSLA,2024-04-09 08:30:00,175.39,174.27,175.43,175.39,7607174,60.48447857995876
1062364,TSLA,2024-04-09 07:30:00,175.07,174.34,175.82,175.39,10152312,60.49541728036698
1062366,TSLA,2024-04-09 06:30:00,177.16,174.91,177.4,175.06,19326934,59.71465477291035
1062368,TSLA,2024-04-09 05:30:00,172.91,171.92,179.22,177.14,36971659,67.16642669996665
1062370,TSLA,2024-04-08 11:30:00,173.32,172.55,173.44,172.9,7760753,57.41451770509984
1062372,TSLA,2024-04-08 10:30:00,173.88,172.85,174.0,173.33,7346022,59.02199852793951
1062374,TSLA,2024-04-08 09:30:00,173.81,173.35,174.4,173.89,9209428,60.99293271584077
1062376,TSLA,2024-04-08 08:30:00,173.2,172.16,173.99,173.82,10201723,60.85063744900983
1062378,TSLA,2024-04-08 07:30:00,173.65,172.26,173.74,173.19,12401002,59.60374920646355
1062380,TSLA,2024-04-08 06:30:00,171.44,170.85,174.5,173.65,19988090,60.88065771120421
1062382,TSLA,2024-04-08 05:30:00,169.34,167.79,173.16,171.45,30817935,56.91544696100811
1062384,TSLA,2024-04-05 11:30:00,165.07,164.6,165.69,165.0,7715768,41.18493510803218
1062386,TSLA,2024-04-05 10:30:00,164.35,164.0,165.44,165.08,9284787,41.35347630260695
1062388,TSLA,2024-04-05 09:30:00,167.82,164.25,168.19,164.28,11943357,39.11525183682129
1062390,TSLA,2024-04-05 08:30:00,167.09,166.58,169.0,167.8,10851910,46.091224213616655
1062392,TSLA,2024-04-05 07:30:00,161.35,160.51,168.1,167.09,33389171,44.2969502270564
1062394,TSLA,2024-04-05 06:30:00,169.12,161.31,170.56,161.37,35832457,26.432827619212034
1062396,TSLA,2024-04-05 05:30:00,169.08,167.12,170.86,169.1,22344796,43.32380470255703
1062398,TSLA,2024-04-04 11:30:00,170.88,170.54,172.24,170.7,9519704,49.169862864921
1062400,TSLA,2024-04-04 10:30:00,173.45,170.75,173.45,170.88,16685350,49.83206762412515
1062385,TSLA,2024-02-06 10:30:00,185.56,183.86,186.2,184.19,8142287,53.42345428751957
1062387,TSLA,2024-02-06 09:30:00,184.59,182.98,185.77,183.15,12196195,49.2885989058758
1062389,TSLA,2024-02-06 08:30:00,182.97,182.37,183.6,182.59,11070802,47.00881394067889
1062391,TSLA,2024-02-06 07:30:00,182.61,182.33,183.39,183.12,10643876,48.88059528208209
1062393,TSLA,2024-02-06 06:30:00,182.18,181.22,183.84,183.36,15865821,49.66982411721976
1062395,TSLA,2024-02-06 05:30:00,183.74,182.64,185.5,183.71,19622579,50.78463655889543
1062397,TSLA,2024-02-06 04:30:00,183.81,177.11,186.49,180.95,40101894,41.59574904272256
1062399,TSLA,2024-02-05 10:30:00,181.08,180.15,181.3,180.75,8649121,40.8771360392722
1062401,TSLA,2024-02-05 09:30:00,179.97,179.28,182.33,182.17,13701967,44.36528259371185
1062403,TSLA,2024-02-05 08:30:00,181.79,180.8,182.24,181.53,11312374,42.38664941878936
1062405,TSLA,2024-02-05 07:30:00,181.18,178.28,182.58,180.61,16207278,39.58495263331394
1062407,TSLA,2024-02-05 06:30:00,179.85,175.75,184.14,178.24,16404537,31.907835504427126
1062409,TSLA,2024-02-05 05:30:00,177.28,175.01,178.96,176.82,30739701,26.906299617690692
1062411,TSLA,2024-02-05 04:30:00,179.58,178.73,184.68,183.93,32136475,40.24125027054101
1062413,TSLA,2024-02-02 10:30:00,187.49,187.3,188.37,188.04,7699560,54.21296967620468
1062415,TSLA,2024-02-02 09:30:00,187.61,187.19,188.37,187.95,11845037,53.90962729030808
1062417,TSLA,2024-02-02 08:30:00,187.89,184.76,188.69,185.19,15307464,43.07875506692855
1062419,TSLA,2024-02-02 07:30:00,185.1,182.0,185.38,183.06,15542862,31.977371600454603
1062421,TSLA,2024-02-02 06:30:00,182.91,182.53,183.97,183.26,10534924,32.51348397131926
1062423,TSLA,2024-02-02 05:30:00,183.07,182.41,184.09,183.07,16019523,31.53305897474266
1062425,TSLA,2024-02-02 04:30:00,184.31,182.32,186.83,184.83,28003353,35.86676551154838
1062427,TSLA,2024-02-01 10:30:00,189.29,188.13,189.8,188.61,6852852,48.89782595716009
1062429,TSLA,2024-02-01 09:30:00,188.29,187.12,188.97,187.27,9027917,42.22222011485364
1062431,TSLA,2024-02-01 08:30:00,187.9,186.9,188.22,187.66,8381385,43.722802910367555
1062433,TSLA,2024-02-01 07:30:00,187.66,186.03,188.03,186.84,9526344,39.641758092474994
1062435,TSLA,2024-02-01 06:30:00,186.7,184.9,187.15,185.66,11545112,33.44784461943664
1062437,TSLA,2024-02-01 05:30:00,185.21,184.28,187.94,186.81,19631571,36.78288177826585
1062439,TSLA,2024-02-01 04:30:00,187.22,186.89,189.88,188.72,22645349,43.18224802175464
1062441,TSLA,2024-01-31 10:30:00,187.18,186.31,189.34,188.3,11865540,41.15168275434037
1062443,TSLA,2024-01-31 09:30:00,189.0,188.51,193.97,190.32,19831250,48.660626941185875
1062445,TSLA,2024-01-31 08:30:00,189.93,189.47,192.24,191.67,11193495,54.71349236156005
1062447,TSLA,2024-01-31 07:30:00,191.16,190.38,191.85,191.05,8919796,52.24230391844634
1062449,TSLA,2024-01-31 06:30:00,190.71,189.54,191.03,190.11,7848457,48.47093608293303
1062451,TSLA,2024-01-31 05:30:00,191.04,188.59,191.35,189.02,14153357,43.815861449969866
1062452,TSLA,2024-04-01 05:30:00,176.17,171.6,176.75,171.73,22440099,26.11702125400096
1062454,TSLA,2024-03-28 11:30:00,175.86,175.3,176.0,175.33,7655553,38.28987331235585
1062456,TSLA,2024-03-28 10:30:00,176.63,175.8,176.94,175.85,7107094,40.75809838300572
1062458,TSLA,2024-03-28 09:30:00,177.15,176.39,177.41,176.64,6501422,44.697699564611824
1062460,TSLA,2024-03-28 08:30:00,177.44,176.96,177.98,177.16,7012217,47.38490590470333
1062462,TSLA,2024-03-28 07:30:00,176.61,176.01,177.63,177.46,8794395,48.9514647545234
1062464,TSLA,2024-03-28 06:30:00,176.92,176.3,177.86,176.63,11360888,44.449794098704146
1062466,TSLA,2024-03-28 05:30:00,177.45,175.7,179.57,176.91,22430600,45.68221910081859
1062468,TSLA,2024-03-27 11:30:00,179.76,179.13,180.18,179.4,5843966,58.578815530423405
1062470,TSLA,2024-03-27 10:30:00,180.45,179.35,180.79,179.75,6870082,60.75019522894376
1062472,TSLA,2024-03-27 09:30:00,179.86,179.43,180.58,180.45,6548312,65.0933393818798
1062474,TSLA,2024-03-27 08:30:00,180.64,179.65,181.91,179.87,10967543,63.12757849755685
1062476,TSLA,2024-03-27 07:30:00,179.06,178.25,180.75,180.65,10015604,67.74510531353496
1062478,TSLA,2024-03-27 06:30:00,177.73,177.24,179.45,179.04,11110139,62.67848267174644
1062480,TSLA,2024-03-27 05:30:00,181.41,176.0,181.58,177.75,25735408,57.896277379398065
1062482,TSLA,2024-03-26 11:30:00,178.54,177.38,178.93,178.52,7869059,62.17279416226416
1062484,TSLA,2024-03-26 10:30:00,179.02,178.44,179.6,178.52,7214059,62.183520356184445
1062486,TSLA,2024-03-26 09:30:00,179.31,178.71,179.88,179.03,7137359,64.71049254888655
1062488,TSLA,2024-03-26 08:30:00,180.5,178.85,181.0,179.31,9668442,66.08719999270515
1062490,TSLA,2024-03-26 07:30:00,181.87,179.79,182.28,180.52,15163610,71.89381486323329
1062492,TSLA,2024-03-26 06:30:00,182.21,181.38,184.25,181.87,18572275,78.83165788800663
1062494,TSLA,2024-03-26 05:30:00,178.58,177.63,183.32,182.21,39353900,80.62786926763862
1062496,TSLA,2024-03-25 11:30:00,171.97,171.88,173.29,172.99,4695136,57.13764685349852
1062498,TSLA,2024-03-25 10:30:00,173.32,171.93,173.72,171.98,6135353,51.31777961250761
1062500,TSLA,2024-03-25 09:30:00,172.27,172.17,173.6,173.32,7451100,61.21695149596266
1062502,TSLA,2024-03-25 08:30:00,172.34,172.1,173.08,172.27,7340385,55.137642396437656
1062504,TSLA,2024-03-25 07:30:00,171.18,170.88,172.64,172.33,8335640,55.52585804256972
1062506,TSLA,2024-03-25 06:30:00,170.59,169.55,171.28,171.17,12236743,48.154532475422855
1062508,TSLA,2024-03-25 05:30:00,168.76,168.73,175.24,170.57,24372916,43.81985659699792
1062510,TSLA,2024-03-22 11:30:00,170.64,170.36,171.18,170.64,4531648,44.23593344648639
1062512,TSLA,2024-03-22 10:30:00,170.92,170.24,171.2,170.62,5570758,44.108565808208056
1062514,TSLA,2024-03-22 09:30:00,170.38,170.11,170.98,170.91,6118663,45.46369242537013
1062516,TSLA,2024-03-22 08:30:00,169.4,169.3,170.46,170.39,6586531,42.618740923056805
1062518,TSLA,2024-03-22 07:30:00,170.68,168.71,170.69,169.37,8478978,36.798280083902576
1062520,TSLA,2024-03-22 06:30:00,169.34,168.7,170.75,170.68,11807929,41.664685102403205
1062522,TSLA,2024-03-22 05:30:00,166.69,166.3,170.03,169.32,25548326,33.444545538326466
1062524,TSLA,2024-03-21 11:30:00,173.1,172.4,173.36,172.82,5289727,49.74644222928884
1062526,TSLA,2024-03-21 10:30:00,172.26,171.8,173.27,173.1,6755722,51.52275040145717
1062528,TSLA,2024-03-21 09:30:00,173.36,171.82,173.58,172.26,7469830,46.280944347275366
1062530,TSLA,2024-03-21 08:30:00,174.27,172.83,174.42,173.37,7408503,53.15422554016018
1062532,TSLA,2024-03-21 07:30:00,175.09,173.76,175.29,174.26,8229882,59.541750742667276
1062402,TSLA,2024-04-04 09:30:00,175.93,173.31,176.32,173.47,14591417,60.75886885134383
1062404,TSLA,2024-04-04 08:30:00,175.45,175.33,177.19,175.93,18555425,74.74069379149361
1062406,TSLA,2024-04-04 07:30:00,171.84,171.84,175.68,175.45,24210627,73.67713081034307
1062408,TSLA,2024-04-04 06:30:00,170.1,169.96,172.06,171.86,14601826,63.26271008125164
1062410,TSLA,2024-04-04 05:30:00,170.07,168.01,170.74,170.1,19369896,55.46654441283528
1062412,TSLA,2024-04-03 11:30:00,167.5,167.12,168.48,168.31,6863835,44.80531700115154
1062414,TSLA,2024-04-03 10:30:00,168.09,167.32,168.56,167.52,6905221,38.94660651768497
1062416,TSLA,2024-04-03 09:30:00,167.72,167.35,168.27,168.11,6300607,41.945659717397106
1062418,TSLA,2024-04-03 08:30:00,168.18,167.66,168.82,167.71,7548103,39.10868520868529
1062420,TSLA,2024-04-03 07:30:00,167.74,167.05,168.46,168.17,9106001,41.192096357521685
1062422,TSLA,2024-04-03 06:30:00,167.26,166.5,168.53,167.74,14697487,38.39915125871187
1062424,TSLA,2024-04-03 05:30:00,164.02,163.28,167.39,167.26,26333691,35.34992078154879
1062426,TSLA,2024-04-02 11:30:00,166.06,165.81,167.26,166.85,9051037,32.82552838260072
1062428,TSLA,2024-04-02 10:30:00,165.96,165.25,166.19,166.07,9287349,27.913492902791646
1062430,TSLA,2024-04-02 09:30:00,166.73,165.9,167.06,165.96,7842594,27.273378676826155
1062432,TSLA,2024-04-02 08:30:00,166.26,165.99,167.69,166.73,10319413,28.9717595627194
1062434,TSLA,2024-04-02 07:30:00,165.67,165.11,166.65,166.26,11562220,26.455424815623175
1062436,TSLA,2024-04-02 06:30:00,165.58,163.9,165.87,165.67,18141727,23.390411361992705
1062438,TSLA,2024-04-02 05:30:00,164.75,163.43,167.2,165.57,37529146,22.900759026817894
1062440,TSLA,2024-04-01 11:30:00,173.96,173.2,175.58,174.7,8688201,48.28448185097453
1062442,TSLA,2024-04-01 10:30:00,172.93,172.59,174.09,173.96,7462289,43.701650628482795
1062444,TSLA,2024-04-01 09:30:00,171.86,171.75,173.11,172.94,5705302,36.83860342267269
1062446,TSLA,2024-04-01 08:30:00,172.29,171.74,173.28,171.89,7020072,28.752133940808093
1062448,TSLA,2024-04-01 07:30:00,172.09,170.89,172.43,172.28,8094939,30.037691720265684
1062450,TSLA,2024-04-01 06:30:00,171.74,170.21,172.19,172.11,15778259,28.75117578239788
1062453,TSLA,2024-01-31 04:30:00,189.14,185.85,190.37,188.77,23502875,42.7482350736563
1062455,TSLA,2024-01-30 10:30:00,190.63,190.21,192.28,191.67,6289956,53.32755465383432
1062457,TSLA,2024-01-30 09:30:00,192.08,191.44,192.34,191.82,6725471,53.94949993179355
1062459,TSLA,2024-01-30 08:30:00,191.87,191.14,192.4,191.96,9837368,54.48251214626362
1062461,TSLA,2024-01-30 07:30:00,191.72,190.61,194.39,191.74,11682003,53.82332775261358
1062463,TSLA,2024-01-30 06:30:00,191.87,191.38,194.4,193.25,14134964,59.01032504877
1062465,TSLA,2024-01-30 05:30:00,193.06,192.62,196.36,195.33,20099943,66.99504301297434
1062467,TSLA,2024-01-30 04:30:00,194.28,192.19,195.51,193.83,31880862,63.816288566200576
1062469,TSLA,2024-01-29 10:30:00,190.89,189.91,191.48,190.92,10390431,56.49530017778697
1062471,TSLA,2024-01-29 09:30:00,190.94,188.29,191.23,189.32,12615179,51.68059067628164
1062473,TSLA,2024-01-29 08:30:00,189.2,187.39,189.61,187.85,9004211,46.80281857876534
1062475,TSLA,2024-01-29 07:30:00,187.84,187.2,188.97,187.75,12171660,46.469625258365085
1062477,TSLA,2024-01-29 06:30:00,188.46,187.62,190.59,189.98,17491072,53.109212656788365
1062479,TSLA,2024-01-29 05:30:00,190.58,184.85,190.9,185.47,28532239,36.6293982183402
1062481,TSLA,2024-01-29 04:30:00,184.65,183.67,186.88,185.55,28157823,36.84559500906417
1062483,TSLA,2024-01-26 10:30:00,183.21,182.61,183.47,183.16,8164598,25.532758927384165
1062485,TSLA,2024-01-26 09:30:00,182.72,182.12,183.38,182.49,10014222,22.024638482026404
1062487,TSLA,2024-01-26 08:30:00,182.25,182.1,183.63,183.11,8946999,22.92382726597846
1062489,TSLA,2024-01-26 07:30:00,183.1,182.7,184.22,183.78,10776373,23.870462794047285
1062491,TSLA,2024-01-26 06:30:00,184.08,183.86,185.18,184.75,10870420,25.238802514005826
1062493,TSLA,2024-01-26 05:30:00,183.95,182.86,185.66,184.79,16895092,25.292445578420626
1062495,TSLA,2024-01-26 04:30:00,184.98,182.5,186.78,184.93,35251655,25.462921726058198
1062497,TSLA,2024-01-25 10:30:00,182.25,182.0,183.19,182.74,11743099,17.647985368826568
1062499,TSLA,2024-01-25 09:30:00,182.11,181.2,183.49,181.84,16968141,14.30928102426941
1062501,TSLA,2024-01-25 08:30:00,181.03,180.21,182.68,181.84,17372955,14.311821887637635
1062503,TSLA,2024-01-25 07:30:00,181.5,180.06,188.98,180.45,23536209,9.755781993616708
1062505,TSLA,2024-01-25 06:30:00,181.9,180.86,186.43,186.05,26188635,12.084037580425743
1062507,TSLA,2024-01-25 05:30:00,185.97,185.0,189.62,186.56,26357121,12.325183565457053
1062509,TSLA,2024-01-25 04:30:00,187.14,186.0,193.0,189.57,60998318,13.789159919613354
1062511,TSLA,2024-01-24 10:30:00,200.12,195.39,210.92,207.63,16897953,38.37428838491467
1062513,TSLA,2024-01-24 09:30:00,207.62,206.91,209.4,208.58,13469815,41.91468845484171
1062515,TSLA,2024-01-24 08:30:00,208.24,208.12,211.07,210.34,12906145,49.510134467759414
1062517,TSLA,2024-01-24 07:30:00,210.52,210.01,211.82,211.59,10322920,56.02324876130147
1062519,TSLA,2024-01-24 06:30:00,211.33,210.0,211.73,210.95,11517583,53.19047219232409
1062521,TSLA,2024-01-24 05:30:00,210.72,209.98,212.48,211.22,16114971,54.52400349701364
1062523,TSLA,2024-01-24 04:30:00,210.72,208.56,212.73,210.83,27800909,53.00002997567376
1062525,TSLA,2024-01-23 10:30:00,209.49,208.28,209.6,209.0,8469385,45.1756034289003
1062527,TSLA,2024-01-23 09:30:00,209.19,208.34,209.67,208.61,8780376,43.39198268264176
1062529,TSLA,2024-01-23 08:30:00,208.93,207.75,209.29,208.34,11332162,42.20912215706568
1062531,TSLA,2024-01-23 07:30:00,208.34,208.26,209.6,208.58,9940702,42.92697722243372
1062533,TSLA,2024-01-23 06:30:00,208.9,208.46,210.18,209.16,12002624,44.57585865709209
1062535,TSLA,2024-01-23 05:30:00,209.64,209.44,214.0,210.37,17756380,48.040570861237846
1062537,TSLA,2024-01-23 04:30:00,210.81,210.58,215.65,212.36,34481431,54.28605234005943
1062539,TSLA,2024-01-22 10:30:00,208.4,208.13,209.58,209.23,8213417,43.97586095250555
1062541,TSLA,2024-01-22 09:30:00,208.98,206.59,209.66,206.79,11640432,33.41869527626636
1062543,TSLA,2024-01-22 08:30:00,206.65,206.27,209.2,207.92,13117202,36.26443015260056
1062545,TSLA,2024-01-22 07:30:00,208.12,207.62,214.93,209.82,11203209,41.62104657341286
1062547,TSLA,2024-01-22 06:30:00,209.79,208.59,210.53,208.95,11817421,37.85469664173585
1062549,TSLA,2024-01-22 05:30:00,209.99,208.75,212.74,212.09,23286715,47.94816638405896
1062551,TSLA,2024-01-22 04:30:00,214.56,210.11,217.8,214.09,33344009,56.619769454532765
1062534,TSLA,2024-03-21 06:30:00,175.07,174.08,175.95,175.08,11343981,66.1274020250533
1062536,TSLA,2024-03-21 05:30:00,176.39,173.8,178.18,175.07,21955419,66.08623193347168
1062538,TSLA,2024-03-20 11:30:00,175.37,175.24,176.25,175.56,7670178,69.82913497532613
1062540,TSLA,2024-03-20 10:30:00,173.87,172.48,175.64,175.38,14484169,69.23710604027414
1062542,TSLA,2024-03-20 09:30:00,172.94,172.82,174.83,173.87,9891289,64.07593952551038
1062544,TSLA,2024-03-20 08:30:00,171.92,171.75,173.17,172.95,5565420,60.42286185482129
1062546,TSLA,2024-03-20 07:30:00,172.65,171.78,173.46,171.9,8055564,55.80678458876315
1062548,TSLA,2024-03-20 06:30:00,171.14,171.09,173.51,172.65,12859939,60.330328907099485
1062550,TSLA,2024-03-20 05:30:00,173.0,170.82,174.32,171.12,20852301,53.394437594509
1062552,TSLA,2024-03-19 11:30:00,171.21,170.0,171.8,170.95,4946236,52.56507994967236
1062554,TSLA,2024-03-19 10:30:00,171.42,171.02,172.2,171.22,6492186,53.93706299894744
1062556,TSLA,2024-03-19 09:30:00,171.72,170.56,171.92,171.43,6069473,54.94085768294803
1062558,TSLA,2024-03-19 08:30:00,171.93,171.17,172.72,171.73,7101524,56.26746563349503
1062560,TSLA,2024-03-19 07:30:00,171.76,171.0,172.33,171.94,8040306,57.168553675944736
1062562,TSLA,2024-03-19 06:30:00,169.36,168.85,171.84,171.76,12597232,56.643632366373275
1062565,TSLA,2024-01-19 04:30:00,209.76,208.9,213.19,211.76,27361842,39.570919216587285
1062567,TSLA,2024-01-18 10:30:00,211.5,210.83,212.0,211.42,7577736,38.02045288110003
1062569,TSLA,2024-01-18 09:30:00,211.63,210.16,211.94,211.39,11116633,37.87998583568929
1062571,TSLA,2024-01-18 08:30:00,211.1,209.22,211.69,209.91,9706716,31.64426745612265
1062573,TSLA,2024-01-18 07:30:00,209.41,208.74,210.93,210.02,11508575,31.850736986370606
1062575,TSLA,2024-01-18 06:30:00,210.24,209.51,212.69,212.49,14509820,36.89357659704576
1062577,TSLA,2024-01-18 05:30:00,211.9,210.5,214.53,213.6,21847216,39.435381226996384
1062579,TSLA,2024-01-18 04:30:00,214.4,213.56,217.45,215.75,25752206,44.79070044389316
1062581,TSLA,2024-01-17 10:30:00,215.65,214.07,215.82,214.45,8000618,40.38513906147781
1062583,TSLA,2024-01-17 09:30:00,214.15,213.71,215.18,213.84,9850028,38.30858082306333
1062585,TSLA,2024-01-17 08:30:00,213.57,212.01,213.91,212.11,10398655,32.25897100899516
1062587,TSLA,2024-01-17 07:30:00,212.76,212.41,214.25,213.71,10378036,35.125583821052516
1062589,TSLA,2024-01-17 06:30:00,213.4,212.51,214.44,212.95,12579618,32.57345945440386
1062591,TSLA,2024-01-17 05:30:00,213.42,212.4,214.63,213.02,16503304,32.67183609420405
1062593,TSLA,2024-01-17 04:30:00,213.29,212.35,215.56,212.69,30657573,31.7383709624619
1062595,TSLA,2024-01-16 10:30:00,220.68,219.22,220.7,219.34,7059490,42.620055577321686
1062597,TSLA,2024-01-16 09:30:00,219.79,219.35,220.69,219.65,9002250,43.242070118066465
1062599,TSLA,2024-01-16 08:30:00,220.04,219.55,221.33,220.96,9025898,45.77304390214449
1062601,TSLA,2024-01-16 07:30:00,220.83,218.91,221.3,219.14,9992051,41.48608890227999
1062603,TSLA,2024-01-16 06:30:00,219.39,218.53,222.0,221.76,14187200,46.23472814848558
1062605,TSLA,2024-01-16 05:30:00,221.9,219.75,223.44,222.41,20992841,47.447563891123046
1062607,TSLA,2024-01-16 04:30:00,223.46,212.18,223.49,212.3,39899565,16.95821506668348
1062609,TSLA,2024-01-12 10:30:00,218.1,217.75,220.1,218.74,8561559,25.409546559471693
1062611,TSLA,2024-01-12 09:30:00,218.04,217.15,218.64,217.2,11259337,16.448738600666346
1062613,TSLA,2024-01-12 08:30:00,218.08,217.78,219.37,219.25,10657343,19.214209629837967
1062615,TSLA,2024-01-12 07:30:00,219.19,218.3,219.85,218.82,11164402,16.565329245425986
1062617,TSLA,2024-01-12 06:30:00,218.43,217.3,222.0,221.04,21605870,19.54209040803147
1062619,TSLA,2024-03-13 06:30:00,172.37,170.6,172.96,172.71,18983327,33.98112860937617
1062621,TSLA,2024-03-13 05:30:00,173.05,171.71,176.05,172.36,27400989,32.42136055880981
1062623,TSLA,2024-03-12 11:30:00,179.07,176.93,179.09,177.47,6067366,47.32672962590545
1062625,TSLA,2024-03-12 10:30:00,178.83,178.51,179.43,179.06,6223159,54.29494878989793
1062627,TSLA,2024-03-12 09:30:00,178.12,177.8,178.84,178.83,5505527,53.418709785394654
1062629,TSLA,2024-03-12 08:30:00,178.11,176.83,178.2,178.1,7815611,50.67483378331996
1062631,TSLA,2024-03-12 07:30:00,178.57,176.76,179.08,178.11,11641516,50.69484048270995
1062633,TSLA,2024-03-12 06:30:00,175.3,174.84,178.78,178.55,15359015,52.20633919207682
1062635,TSLA,2024-03-12 05:30:00,177.77,172.41,177.96,175.3,30182329,40.391128298499694
1062637,TSLA,2024-03-11 11:30:00,176.75,176.52,178.09,177.95,7241558,49.342771614848736
1062639,TSLA,2024-03-11 10:30:00,179.11,176.69,179.13,176.73,6814140,44.22090420107338
1062641,TSLA,2024-03-11 09:30:00,178.92,178.5,179.58,179.1,6280057,53.7190244373477
1062643,TSLA,2024-03-11 08:30:00,178.53,177.9,179.09,178.91,7660169,52.98909965826525
1062645,TSLA,2024-03-11 07:30:00,177.89,177.11,178.95,178.53,9774704,51.59954995416376
1062647,TSLA,2024-03-11 06:30:00,179.89,177.85,180.6,177.89,12522835,49.37174642775539
1062649,TSLA,2024-03-11 05:30:00,175.45,174.8,182.87,179.88,31077812,56.71945548064627
1062651,TSLA,2024-03-08 10:30:00,175.61,175.04,176.18,175.18,6882149,36.72183167976793
1062653,TSLA,2024-03-08 09:30:00,175.47,175.47,176.8,175.6,7754459,38.13909315619603
1062655,TSLA,2024-03-08 08:30:00,176.05,174.9,176.24,175.48,7025612,37.51901276925425
1062657,TSLA,2024-03-08 07:30:00,176.27,175.15,176.34,176.07,6612900,39.26041826112368
1062659,TSLA,2024-03-08 06:30:00,175.07,174.7,176.82,176.25,10326675,39.76721839943172
1062661,TSLA,2024-03-08 05:30:00,179.04,174.77,179.23,175.06,18237829,34.756049784252255
1062663,TSLA,2024-03-08 04:30:00,181.5,177.7,182.73,179.02,23238850,46.27082185272855
1062665,TSLA,2024-03-07 10:30:00,179.01,177.25,179.67,177.7,6696611,40.35793783191712
1062667,TSLA,2024-03-07 09:30:00,179.4,178.76,180.04,179.02,9709740,44.80584826870726
1062669,TSLA,2024-03-07 08:30:00,179.02,178.21,179.81,179.4,11083993,46.13244107920163
1062671,TSLA,2024-03-07 07:30:00,176.87,176.86,179.11,179.0,8941367,44.586281729592955
1062673,TSLA,2024-03-07 06:30:00,177.38,176.0,177.51,176.89,11527892,35.845947359938435
1062675,TSLA,2024-03-07 05:30:00,175.93,175.25,179.2,177.38,17309448,37.06787065916788
1062677,TSLA,2024-03-07 04:30:00,174.35,173.7,179.78,175.92,30152496,30.736819046042342
1062679,TSLA,2024-03-06 10:30:00,177.23,175.42,177.25,175.69,8642864,29.734530852341535
1062681,TSLA,2024-03-06 09:30:00,177.09,176.45,178.12,177.22,9936193,32.554947612821366
1062683,TSLA,2024-03-06 08:30:00,179.9,176.3,180.07,177.08,13208183,32.00483792870047
1062553,TSLA,2024-01-19 10:30:00,212.5,210.82,212.52,211.45,7572134,44.75670889166264
1062555,TSLA,2024-01-19 09:30:00,210.89,210.69,212.82,210.98,12373514,42.22854068434914
1062557,TSLA,2024-01-19 08:30:00,211.32,208.22,211.98,210.82,9433525,41.40716244396146
1062559,TSLA,2024-01-19 07:30:00,210.32,208.82,210.73,209.77,10248733,36.03587836951052
1062561,TSLA,2024-01-19 06:30:00,209.01,207.56,209.48,209.07,12614951,32.31289785920262
1062563,TSLA,2024-01-19 05:30:00,209.75,208.19,210.63,209.37,17954033,33.05498867915139
1062564,TSLA,2024-03-19 05:30:00,172.36,167.42,172.82,169.36,26501778,49.17319121182748
1062566,TSLA,2024-03-18 11:30:00,174.15,173.33,174.5,174.28,8322503,72.09222113400732
1062568,TSLA,2024-03-18 10:30:00,174.16,173.22,174.23,174.15,7788500,71.77943004106497
1062570,TSLA,2024-03-18 09:30:00,172.83,172.03,174.2,174.16,8102949,71.83461201181152
1062572,TSLA,2024-03-18 08:30:00,172.8,171.92,173.72,172.82,9132785,68.92460850935572
1062574,TSLA,2024-03-18 07:30:00,173.67,172.48,174.1,172.82,12296745,68.92460850935572
1062576,TSLA,2024-03-18 06:30:00,171.15,171.0,174.72,173.68,24872779,72.83698667878149
1062578,TSLA,2024-03-18 05:30:00,170.02,165.9,171.21,171.15,29217887,68.03281750091104
1062580,TSLA,2024-03-15 11:30:00,163.18,162.71,163.79,163.54,8590071,38.664148734043096
1062582,TSLA,2024-03-15 10:30:00,162.66,162.57,163.89,163.19,9301240,36.239482734321676
1062584,TSLA,2024-03-15 09:30:00,161.95,161.91,163.27,162.66,8049372,32.61022376527218
1062586,TSLA,2024-03-15 08:30:00,161.83,160.76,162.19,161.97,8515982,27.791167930619025
1062588,TSLA,2024-03-15 07:30:00,163.57,161.33,163.66,161.83,9720615,26.83604179960814
